track_id,artist_id,artist_name,release,title,duration,loudness,tempo,familiarity,hotness
TRAKSBY128F931F7B1,ARJJKAA1187B9ADAF1,Rolfe Kent,The Men Who Stare At Goats (Original Soundtrack),Bill's Speech - A New Kind of Warrior,100.30975,-24.516,92.244,0.5490339,0.3766641
TRAREDZ12903CFB6E3,AROF8OV1187FB55B85,Pelle Carlberg,In A Nutshell,Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls,247.24854,-5.603,169.994,0.6407206,0.41329628
TRAUGWY12903C9D7BE,AR1PQYO1187B98BEC9,Hélio Ziskind,O Gigante Da Floresta,A história do incêndio do jequitibá de Carangola (Part 1),143.67302,-15.316,128.636,0.3512693,0.0
TRBACWG128F9349A04,ARCVT0G1187B99238E,Shay Torrent,Ultra-Lounge / Organs In Orbit  Volume Eleven,Flying Fiddles (1996 Digital Remaster),114.65098,-12.382,130.14,0.3937414,0.23627542
TRAODCQ12903CE4436,ARZZRK91187B9A5CA5,Delroy Wilson,Blood & Fire: Hit Sounds From The Observer Station 1970-1978,Half Way Up The Stairs,191.99956,-8.045,147.791,0.58344305,0.3857876
TRBHHUF12903CAA46B,ARC8CQZ1187B98DECA,Jack Johnson,Music For Relief Download To Donate For Haiti,Times Like These [Live From Red Rocks],157.07384,-9.514,141.257,0.83201176,0.6941285
TRAERCO128F4222C43,ARWXMEP1241B9CD7CE,Various Indian Tribes,American Indian Ceremonial & War Dances,Mountain By The Sea (Tribe Unknown),193.25342,-12.852,136.726,0.03550242,0.13765967
TRAZCZL128F424E1DD,AROKPWU11F50C48F1B,Dennis O'Neill,Liszt: 'Tre Sonetti di Petrarca' & First Settings of Victor Hugo,Oh! quand je dors,384.6265,-25.056,80.77,0.27277404,0.0
TRAZEEP128F4268B8C,ART8F8O1187B9A538D,Herbert Von Karajan,Hary Janos/Concerto For Orchestra,Conc Orchestre Sz.116/Allegretto (2eme Mvt),387.44772,-26.44,205.694,0.6680557,0.46415243
TRAGPKF128F427B439,ARF3XJD1187FB38DE0,Cristy Lane,Footprints In The Sand,Making Up For Lost Time (Footprints In The Sand Album Version),196.80608,-12.118,86.142,0.42061597,0.33792076
TRAUEIR128F934E644,ARA8X3M1187B9A13CA,Aphasia,Brain Patch Error,"non-existent track (part one: ""why don't you fuckin' remember anything ?"")",244.32281,-7.468,192.063,0.5205998,0.33807448
TRBEFQY128F932EE3F,AR4B3RX1187B9A868A,Alexandre Desplat,Music from the Motion Picture The Curious Case of Benjamin Button,Meeting Daisy,81.71057,-23.465,244.268,0.60981643,0.5603808
TRARDLO128F42A0469,ARJSGPI1241B9C8855,Birmingham Jubilee Singers,Birmingham Jubilee Singers Vol. 1 (1926-1927),King Jesus Is My Captain,183.27464,-18.697,150.405,0.33837014,0.0
TRADVDU128F42A047E,ARJSGPI1241B9C8855,Birmingham Jubilee Singers,Birmingham Jubilee Singers Vol. 2 (1927-1930),Hope I'll Join That Band,172.93016,-17.242,88.908,0.33837014,0.0
TRAVPQQ128F92F998A,ARTIGQM1187B98D1F2,Ray Davies,The Kinks Choral Collection By Ray Davies and The Crouch End Festival Chorus,Picture Book,151.87546,-11.298,123.085,0.6469227,0.44785896
TRAXYUH128F149EA4E,ARXLX5L1187FB47BED,Crazy Horse,Scratchy: The Reprise Recordings [Includes Liner Notes],Dirty_ Dirty  (Album Version),212.92363,-9.698,95.415,0.54027987,0.34219232
TRAWRDY128F428A240,AR8QHU51187B9A3341,Leo Ku,Tian Cai Yu Bai Chi Zhi Tian Cai Bai Chi Meng,Tian Cai Yu Bai Chi Zhi Tian Cai Bai Chi Meng,203.5718,-12.53,118.062,0.48327866,0.36062872
TRAAKDG128F42A0ECB,AR6PJ8R1187FB5AD70,Shakira Featuring Wyclef Jean,Essential R&B Hit Selection,Hips Don't Lie (featuring Wyclef Jean),217.36444,-5.152,100.023,0.8331786,0.6822632
TRARBKI128F423DFA4,ARL3HJZ1187B9A35EB,Johnny Daye,Stax-Volt: The Complete Singles 1959-1968,What'll I Do For Satisfaction (LP Version),176.90077,-11.323,118.563,0.41085008,0.2543565
TRBHSWH12903D07A35,AR1ZKBE1187FB53629,Kraftwerk,Tour De France (2009 Digital Remaster),Tour De France Étape 3 (2009 Digital Remaster),236.2771,-13.971,140.042,0.74151814,0.5204121
TRABICV128F146AEF8,AR7UOUK1187B99078C,Terry Snyder,Ultra-Lounge_ Vol. 17: Bongoland,Deep Night/Softly As In A Morning Sunrise (Medley),340.11383,-12.752,112.097,0.45720717,0.3209196
TRAVVKY128F147C330,AR1RNCJ1187FB3D227,Fastball,This Is Where I Belong: The Songs Of Ray Davies And The Kinks,No Return (Album Version),248.92036,-12.555,131.964,0.64780205,0.46326402
TRABCFL128F149BB0D,ARLTWXK1187FB5A3F8,King Curtis,Live At Fillmore West [w/bonus tracks],A Whiter Shade Of Pale (Live @ Fillmore West),326.00772,-17.492,100.415,0.57567424,0.36682078
TRALZZV128F4265DFB,ARBKMHZ11F4C843491,Dakis,Back To The 70'S-The Very Best Of Dakis,Tha Mino Pia Sto Parelthon (2005 Digital Remaster),134.39955,-9.878,164.947,0.33697042,0.0
TRARBKD128F42BA84D,ART3KT21187FB450DC,Ennio Morricone,Le Ruffian (Bande originale du film de José Giovanni (1982)),Sporco Ma Distinto,118.33424,-11.008,87.153,0.7364407,0.52684695
TRAANKK128F42531BC,AR1PCLK1187FB5BBFF,Angelo Badalamenti,Freddy's Favorites: The Best of A Nightmare On Elm Street,Taryns Deepest Fear,167.3922,-17.623,139.136,0.69877046,0.39945173
TRARKFW128F92D20CD,ARLWEID1187B98DE3C,Chucho Valdés,Cancionero Cubano,Reprise: Tú mi delirio - Guajira - Si te contara - El manisero,375.03955,-20.259,80.789,0.70996755,0.51451325
TRBAOPX12903CD7393,ARSX6IX1187B9B640C,Big Star,Keep An Eye On The Sky,Slut [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],214.09914,-7.862,122.548,0.7410404,0.49650812
TRAJPTE128F429AEC2,ARH5AAF1187B991D23,June Hutton,Songs From 'By The Light Of The Silvery Moon' and Other Selections,For The First Time,138.34404,-15.545,88.95,0.41805577,0.3247593
TRACVWI12903CA6A82,ARHXWB01187B9A205C,Gloria Lasso,Gloria Lasso Sus 20 Grandes Éxitos (The Best Of Gloria Lasso),Que Cosas_ Que Cosas,160.70485,-19.376,123.049,0.38123262,0.30157018
TRAHZNL128F9312B48,ARUNHZF122988ED7DA,Lou Reid & Carolina,My Own Set Of Rules,It's So Hard To Stumble (When You're Down On Your Knees),145.94566,-9.063,109.696,0.49477115,0.21708353
TRAGLXF128E078703E,ARNWZ1N1187B9B71BA,Handsome Boy Modeling School,White People,I've Been Thinking featuring Cat Power (Album Version),324.07465,-9.423,160.02,0.58702964,0.4108508
TRATYNL128F429D572,ARDR4AC1187FB371A1,Montserrat Caballé,Hijo De La Luna,The Phantom Of The Opera/Wishing You Were Somehow Here Again,198.13832,-15.585,71.285,0.5221972,0.3913706
TRAYERN12903D0D0C3,ARKQLQQ12509412869,La Divina Pastora,Strictly Parang - The Best of Trinidad Parang_ Vol IV,Instrumental Traditional,327.78403,-6.295,167.614,0.205668,0.0
TRBGXZU128F4255D4F,ARARFT81187FB41EEA,Alfredo Gutiérrez,Lo Mejor De Alfredo Gutierrez Y Su Conjunto - 24 Temas Originales,Dos Mujeres,171.80688,-9.486,94.937,0.37813014,0.27925575
TRAENEO128F426789F,AR8QHU51187B9A3341,Leo Ku,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,185.0771,-8.006,115.449,0.48327866,0.36062872
TRAKTNE128EF3427CC,ARUGU0E1187B9B30F6,The Doors,Waiting For The Sun [40th Anniversary Mixes],Albinoni's Adagio In G Minor (LP Version),272.4567,-13.473,97.035,0.87682986,0.5841166
TRAVLKA128F428BBD3,ARN9Q881187FB3D951,The Dells,Standing Ovation - The Very Best Of The Dells,I Just Don't Know What To Do With Myself,408.73752,-7.013,203.016,0.5916961,0.38733315
TRAOSRH12903CAE2DB,ARUILCK12086C13991,Antonio Bribiesca,Mexico Gran Colección Ranchera - Antonio Bribiesca,Una noche serena y obscura,151.9277,-12.705,108.635,0.35032377,0.2693673
TRBHGBU12903CAA37F,ARJRF841187B9B7F9A,Max Steiner,Gonjhe With the Wind & Golden Earrings,( Gone With the Wind) Bonnies Fatal Pony Ride,163.39546,-13.629,99.219,0.4718949,0.35549113
TRBGXCK12903CEFAE3,AROC6N61187FB40B14,Steven Halpern,Chakra Suite,6th Chakra: Keynote A - Chakra Suite (Solo Electric Piano Plus Synths),223.73833,-20.879,205.204,0.52547574,0.3723931
TRAZRPT128F425DC9C,AR5ZVJ91187B99083A,Soulwax,Much Against Everyone's Advice,Much Against Everyone'S Advice (Dave Bascombe Radio Mix),171.4673,-8.099,137.328,0.80308735,0.5018259
TRAAKXN128F92E71B1,AR3WMW01187B9921F7,Schizoid,Grim Prospects Remixes - Prospects Are Getting Grimmer,Grim Prospects (Version 2 Remix),166.0077,-1.925,86.091,0.49555966,0.34919223
TRAFMHY128F92FDDBF,ARV4KO21187FB38008,Del Tha Funkee Homosapien,I Wish My Brother George Was Here,Ya Lil' Crumbsnatchers (LP Version),90.90567,-9.505,108.445,0.7326611,0.45843947
TRAZCZH12903CE21FC,AR9HQ6Y1187FB3C2CB,Orlando Pops Orchestra and Andrew Lane,The Greatest Sci-Fi & Horror Themes,Main Theme from Jaws,430.9416,-23.145,108.895,0.367255,0.31161556
TRAIDPZ128F4282908,ARI3W3K1187FB49E6F,Cedric Gervais Featuring Caroline,Spirit in My Life,Spirit in My Life (Earnshaw's Instrumental),396.5122,-10.047,84.676,0.6316306,0.37362123
TRBGHHB128F1487CD2,AR5MK521187B98E0B8,Heaven 17,Penthouse And Pavement,I'm Your Money (12'' Extended Version) (2006 Digital Remaster),311.43137,-9.796,122.267,0.63092864,0.46155846
TRAOBTQ128F148877E,ARB45GQ1187B98D2B4,DeGarmo & Key,Very Best Of Degarmo & Key,Out Of The Danger Zone (Degarmo And Key Album Version),173.19138,-7.099,127.89,0.4211327,0.31883425
TRAGFQG128F42418D5,ARSE5NP1187B9B98AB,Twista,The Day After,The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),200.98567,-8.273,90.158,0.88961357,0.59380835
TRALMEY128F147129F,ARPGQ9A1187FB4D0AD,Noel Harrison,Life Is A Dream [Digital Version],The Last Thing On My Mind (Previously Unissued),157.09995,-15.717,176.761,0.42500916,0.32980525
TRAACVS128E078BE39,AREBBGV1187FB523D2,Mike Jones (Featuring CJ_ Mello & Lil' Bran),Who Is Mike Jones?,Laws Patrolling (Album Version),173.66159,-7.762,41.993,0.7936051,0.42631796
TRBEYYO12903D0DBB1,ARCDLDD11F33E000A4,Varios,El Baile Flamenco Vol. 7      Soleá por Bulerías - Martinete,Subida y entrada al cante,321.6714,-10.458,129.756,0.5956513,0.33392987
TRAAENP128F147BF32,ARUI8651187B9ACF52,John Cale,Eat / Kiss: Music For The Films By Andy Warhol,Movement 4 [from Kiss] (Album Version),228.46649,-12.412,137.004,0.7493178,0.48165587
TRBBLOQ128F930C9DE,AR82GTS1187FB5662F,Mary Black & General Humbert,Holding Up Half the Sky: Voices of Celtic Women,Isle of St. Helena,303.75137,-10.273,99.237,0.5971134,0.376557
TRAOWWM128F1481D48,ARKFYS91187B98E58F,Jeff And Sheri Easter,Silent Witness,A Love That Keeps On Giving (Silent Witness Album Version),191.99956,-10.301,101.943,0.53529274,0.38547054
TRARVSQ12903CA6A4B,ARLJK1O1187B9B0FC4,The Knightsbridge Strings,The Strings Sing & The Strings Swing,The Little White Cloud That Cried,132.44035,-9.923,75.064,0.1211873,0.0
TRAZYHO128F42A0478,ARJSGPI1241B9C8855,Birmingham Jubilee Singers,Birmingham Jubilee Singers Vol. 2 (1927-1930),Rollin' Down To Jordan,200.17587,-17.839,90.942,0.33837014,0.0
TRAXZVZ128F93442AB,ARON0YP1187FB4B465,Fiona,Heart Like A Gun,Everything You Do [You're Sexing Me] [Duet with Kip Winger] (Album Version),254.17097,-9.648,108.738,0.51346755,0.383678
TRBDPDV128F427A1E0,ARUP17W1187B98CAB9,Charlie Byrd / Carlos Barbosa-Lima / Carlos Barbosa-Lima,The Washington Guitar Quintet,Sarambeque,152.34567,-15.872,182.672,0.52733916,0.31055608
TRASTZG128F9329213,ARH1LE01187B98D68D,John Debney,Chicken Little - Himmel Und Huhn Original Soundtrack (German Version),Dad Apologizes,193.51465,-25.671,110.464,0.60276693,0.46319285
TRBIBSS128F14A205E,ARBH0MS1187FB36311,Sir Neville Marriner,Mozart: Academy in Concert,Two Elegiac Melodies Op. 34: 2. The Last Spring,296.8028,-21.254,61.634,0.43002498,0.35303405
TRATBGP128F1482545,ARPATQ21187B9ACAFC,Happy Mondays,Squirrel And G-Man Twenty Four Hour Party People Plastic Face Carnt Smile,Olive Oil,156.682,-13.229,129.282,0.6821013,0.42410827
TRBBLNE128F4256D3F,ARLMCCW1241B9CE7CB,Kurt Tepperwein,Charismatisches Selbstimage - Selbst-Management,Subliminal ohne Naturgeraeusche,1203.5392,-22.016,113.487,0.3117525,0.25208053
TRAIEYQ12903CD18C5,AR1VCLT1187FB4C8AC,Tum Tum [DJ Drop Mix],The Definition Of A ZillaNaire [DJ Drop Mix],Definition Of A Zilla'Naire,87.14404,-9.285,159.252,0.59249496,0.35062894
TRASFEI128F4269F12,ARV5O111187B9A3F3A,Carl Davis,Topsy-Turvy Original Motion Picture Soundtrack,Resolutions from The Long Day Closes,129.59302,-29.153,56.083,0.4152872,0.31907463
TRABUTR128F9325453,ARF9EI11187B9AB66C,9th Wonder featuring Defcon_ Phonte,9th Wonder Presents Dream Merchant Volume 1,Almost Genuine,289.54077,-7.719,137.534,0.711017,0.43269524
TRADDCY128F931C4E6,ARK8EHO1187B9B71D1,Shamen,Hystericool: The Best of the Alternate Mixes,Destination Eschaton (Hardfloor Vocal Mix),443.0363,-6.519,86.561,0.6058805,0.39366087
TRAZDYL128F9317B92,ARZQM8D1187FB438CC,Herbst9_ Z'ev,Herbst9 vs. Z'ev - Through Bleak Landscapes,Reinvigorated (Maschinenkult_ Pt. 1),501.55057,-13.785,162.781,0.4803554,0.35325667
TRBEMRD128F426DEC7,ARDFZE61187FB45994,Jake Hess,Rocky Mountain Homecoming,I Just Love Old People (Rocky Mountain Homecoming Version),154.61832,-24.385,138.257,0.37455344,0.32754382
TRAKZBV128F9320081,AR6HEHH1187B9985F9,Russ Morgan,Juke Box Saturday Night - Original Big Band Hits From the Swing Era,I Heard You Cry,145.76282,-19.61,142.657,0.40785,0.2989468
TRALJGO128F9347068,AR9SYAF1187FB43BD5,Cherish The Ladies,Cherish The Ladies: Irish Women Musicians in America,The Shaskeen / Gan Ainm,134.8175,-16.831,118.182,0.58150786,0.39002082
TRALIHU12903CFF040,ARWVMJA1187B98AA6E,Nancy Walker,My Heart Is Yours (50 Valentine Classics from the Past),Boy! What Love Has to Me!,185.44281,-12.172,47.682,0.4001521,0.16004853
TRAKABJ12903CA14CE,ARLCEUJ11F4C842D6A,Screaming Jay Hawkins,I Put A Spell On You & Other Favorites (Digitally Remastered),I Need You,128.96608,-13.142,172.112,0.53758717,0.30643862
TRAGWUS128F4284292,AR323JD1187FB483D0,Solomon,Solomon Vol. 2,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Fugue,284.2379,-18.321,95.619,0.6297325,0.34126583
TRBAVWG128F1495881,ARZO73F1187FB4BF23,Bill Cosby,20th Century Masters: The Millennium Collection: Best Of Bill Cosby,Fat Albert's Car,498.33752,-17.315,70.535,0.5857355,0.38384536
TRACDWG128F428B068,AR1ZYLH1187B98C159,Naughty By Nature;Naughty By Nature featuring Zhane,Nineteen Naughty Nine Nature's Fury,Jamboree,213.91628,-8.983,91.981,0.6797481,0.4585954
TRAMWGW128F92E16FF,AR0CWOB1187B99FA08,GARFIELD,Garfield - A Tail Of Two Kitties (OST),Garfield - A Tail Of Two Kitties: Mirror Dance,53.86404,-22.386,81.646,0.47808352,0.3783874
TRALKHT128F148833B,ARJ9DSA1187B990E00,John Mayall & The Bluesbreakers,Bluesbreakers With Eric Clapton - Deluxe Edition,All Your Love,214.69995,-8.441,107.458,0.6268031,0.4052347
TRBEFWM128F428EFA8,ARNQAVF11F4C844C04,Despina Vandi,Despina Vandi - The Emi Years/The Complete Collection,Ke T' Oniro Egine Efialtis,244.0877,-5.539,120.212,0.63255954,0.41168895
TRAJMDE128F14898B2,ARJ9DSA1187B990E00,John Mayall & The Bluesbreakers,Plays John Mayall (Live At Klooks Kleek),Blues City Shake Down,142.15791,-5.063,133.072,0.6268031,0.4052347
TRBFMCN128F423625D,ARE36MM1187B991E50,Blind Lemon Jefferson,The Complete Classic Sides Remastered: Chicago 1926 Disc A,Got The Blues,175.15057,-19.239,101.676,0.59486663,0.3828469
TRBBJJI128F4299711,ARKC83D1187B9AB367,Mark Lowry,I Love To Tell The Story,Blessed Assurance (I Love To Tell The Story Album Version),261.82486,-6.124,106.549,0.49392614,0.31962678
TRAWDYU128E07866AD,ARKF8XU1187B9A990A,Don Davis,Matrix Revolutions: The Motion Picture Soundtrack,Trinity Definitely (Album Version),255.32036,-27.24,138.494,0.3338914,0.42536405
TRAJZBD128F42A2502,ARGMGHN1187B9B4213,Gym Class Heroes,As Cruel As School Children,Sloppy Love Jingle_ Pt. 3 (Amended Album Version),134.922,-13.12,80.473,0.90661913,0.56340355
TRAVIZN128F149EA5A,ARXLX5L1187FB47BED,Crazy Horse,Scratchy: The Reprise Recordings [Includes Liner Notes],Going Home (Album Version),170.23955,-8.873,74.739,0.54027987,0.34219232
TRAUQFT128F4270904,AR3DLBB1187B98F3DF,The Statler Brothers,Flowers On The Wall:  The Essential Statler Brothers 1964-1969,Shenandoah,201.27303,-16.822,104.068,0.6344905,0.41095027
TRAHPOB128F42B1E55,ARO08R311C8A414C15,The LeRoi Brothers,Happy Birthday Buck - A Texas Salute to Buck Owens,Flash_ Crash and Thunder,126.53669,-7.093,121.666,0.44290423,0.0
TRAFYSO128F4284276,AR323JD1187FB483D0,Solomon,Solomon Vol. 2,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Aria,58.122,-35.702,137.387,0.6297325,0.34126583
TRBATNQ128F4227DD7,ARAK3HK1187FB51B38,The Stems,At First Sight  Includes Bo Nus Disc With Bsides \ Live Tracks,Sad Girl (Single Mix),200.51546,-12.968,147.847,0.51416993,0.33719936
TRAEMZE128F426EB6B,ARKJVHY11E2835E76B,Sonny Terry & Brownie McGhee,Sonny Terry & Brownie McGhee_ Vol. E (1938-1941),My Bulldog Blues,167.02649,-19.569,117.625,0.5171263,0.36014506
TRAICPJ128F42A047C,ARJSGPI1241B9C8855,Birmingham Jubilee Singers,Birmingham Jubilee Singers Vol. 2 (1927-1930),Toot Toot Dixie Bound,184.00607,-14.886,81.647,0.33837014,0.0
TRASOHG128F4287A68,ARDHNC31187B9A1898,Al Denson,With One Voice,The Arms That Won't Let Go (The Pillow Song)/Great Is Thy Faithfulness,297.5865,-9.104,135.968,0.42972782,0.28048217
TRASKIQ128F14684FF,ARS81O81187B993AEC,Lou Busch,Ultra-Lounge / The Crime Scene - Volume Seven,The Wild Ones (1996 Digital Remaster),147.30405,-11.776,138.079,0.38895237,0.26995116
TRAMWIH128F92D28B2,ARRCDBV12454A42B90,Manolis Famellos & I Podilates,Manolis Famellos & I Podilates + 5 Anekdota Tragoudia,Vals '89,162.58566,-11.719,94.301,0.2287303,0.0
TRADUXF128F1498A0A,AR4M1KM1187B9AC7E2,Phil Spector,Phil Spector's Wall Of Sound Retrospective Phillies Sound 1961-1996,Spanish Harlem,130.61179,-14.669,101.166,0.56726855,0.38797334
TRBESDU128F92F3CE9,AR0KBXO1187B996460,Slipknot,Vol. 3: The Subliminal Verses [Special Package],People = Sh*t (live) (Album Version),234.05669,-3.398,100.482,0.9289369,0.5985554
TRBGYSS128F1487760,AR0QL3J1187FB3748E,Clara Nunes,Claridade & Canto Das Três Raças,Sofrimento De Quem Ama (1997 Digital Remaster),176.90077,-10.679,101.854,0.5881407,0.36674124
TRAGMAD128F429AEA4,AR9F71I1187FB46CAF,Gordon MacRae,Songs From 'By The Light Of The Silvery Moon' and Other Selections,Just One Girl,134.89587,-16.71,103.713,0.41247305,0.30697632
TRAFVTW128F92CDA70,AR8ZTV41187FB3F311,James Scott Skinner,The Strathspey King,Mrs Scott Skinner / Mackenzie Hay / The Devil's Elbow,149.2371,-21.63,152.363,0.24748519,0.0
TRAKPHK128F92F0268,AREDW1C1187B9ACAC2,Gaetano Donizetti,Roberto Devereux,Donizetti: Roberto Devereux: Ah! Ritorna qual ti spero....,164.362,-18.524,122.423,0.5565495,0.36215398
TRAXHRJ128EF356C79,ARQZ3MW1187B99C9B1,Barry Künzel,See My Trains Passin' Vol 1,Supervisor (Instrumental) (edition Tromo/Rückbank),251.37587,-2.911,119.91,0.3531079,0.25632676
TRARFCT12903CD3545,AR502DZ1187B98F8E1,Brian Dullaghan,Songs For A Wedding - 18 Songs For That Special Day,Can't Help Falling In Love,190.5628,-15.892,90.255,0.29143324,0.15085776
TRBGCWM12903CF5BF7,AR8SBT41187B9A5FD9,Total Fucking Destruction,Zen And The Art Of Total Fucking Destruction,Enslaved By Propaganda,132.17914,-5.021,178.249,0.5106919,0.44324532
TRAAOTT128F14AE002,AR9AN471187B99E0DA,Scott Wesley Brown,The Scott Wesley Brown Collection: A Library of 35 Favorite Songs,All Rise,295.60117,-9.435,137.288,0.4973075,0.3424064
TRAJJON128F426EB30,ARKJVHY11E2835E76B,Sonny Terry & Brownie McGhee,Sonny Terry & Brownie McGhee_ Vol. B (1941),Try Me One More Time,182.69995,-18.526,108.188,0.5171263,0.36014506
TRACTQD128F14B0F9D,ARTB5PP1187FB523B7,Donny Hathaway,A Donny Hathaway Collection,I Love You More Than You'll Ever Know (LP Version),322.87302,-16.336,72.937,0.65740675,0.42247242
TRBGYLV128F4285763,ARZE0AG1187FB5BF61,The Five Stairsteps,The First Family of Soul: The Best of The Five Stairsteps,Playgirl's Love,132.70158,-7.692,129.293,0.54316145,0.38841623
TRAZSOV128F1487CA4,ARMBTFC1187FB56343,Korn,Live & Unglued,Coming Undone (Sleazy Days Rock Electro Remix) (Acid Planet Remix -- France),200.80281,-3.533,150.017,0.8291354,0.55829835
TRAOJCG128F4291689,ARUKJUP12086C14589,Ramón Vargas,Verdi Arias,Quando io leggio... Son gli ebbri... O mio castel... Nell'argilla...,642.92523,-21.908,155.641,0.3917414,0.2912648
TRBAYFW128F933781F,ARYDFJA1241B9CBFF2,Jacques Douai,Heritage - Jacques Douai Chante Pour Les Enfants_ Vol.2 - BAM (1961-1971),Bonjour,42.4224,-18.497,120.56,0.31385115,0.14519083
TRAGVOF128F4292ED0,ARHWVGW1187FB41479,The Paul Butterfield Blues Band,Sometimes I Just Feel Like Smilin',Pretty Woman (LP Version),228.75383,-13.705,77.207,0.55590415,0.39547887
TRABAFP128F931E9A1,ARPBNLO1187FB3D52F,Tiny Tim,Live! At The Royal Albert Hall,I Hold Your Hand In Mine [Live At Royal Albert Hall],43.36281,-23.996,93.779,0.593496,0.40489733
TRARMLZ128F9330684,ARWENXU12454A2DE56,CoCo Lee,Everyone Love The Live Concert Of Ms. Charming CoCo,Killing Me Softly With His Song,310.5432,-8.933,100.82,0.47348693,0.21936958
TRAOQVC128F930B50A,ARJEPNS1187FB3DEF4,Angel Romero / The Academy of St. Martin in the Fields / Iona Brown,Baroque at Bathtime,Largo,141.322,-29.128,106.98,0.4900735,0.3347823
TRAZNHH12903CE2533,ARGSAFR1269FB35070,Blingtones,Représente ton tiékar (Sonneries),South Side Rep Your Hood (Ringtone_ Sonnerie),39.05261,-11.883,153.803,0.021492906,0.0
TRBERJV128F1458463,AR56P361187B9AC4DB,Gary Moore,Rockin' Every Night (Gary Moore Live In Japan),I Can't Wait Until Tomorrow (Live),724.92365,-13.026,112.47,0.76136225,0.46711063
TRARZBQ128F42649A6,ARM7UY51187B993E17,Eddie Palmieri,Eddie Palmieri/Lala Rodrigues/Ismael Quintana - Gold 1973-1976,No Pienses Asi,266.50076,-17.886,153.309,0.5719267,0.3684462
TRAZHXM128F146F711,AR0A30G1187B9B183B,M.A. Numminen,Suosituimmat Lastenlaulut,KOOKOSP}HKIN} - I'VE GOT A LOVELY BUNCH OF COCONUTS-,168.51546,-4.792,134.972,0.5199697,0.41977665
TRAJXED12903CC548C,AR1PRQ21187FB3B481,Generation X,BBC In Concert (1st January 1981),Dancing With Myself (BBC In Concert 01/01/81),291.63058,-7.46,174.524,0.61118096,0.39903376
TRARFAV128F428B7B2,ARYLSGC11F43A69EF6,Los Amigos Invisibles,The New Sound of the Venezuelan Gozadera,Nerio Compra Una Contestadora,24.34567,-21.978,142.453,0.7007166,0.37067983
TRATKVK128F93668B8,ARGXIE31187FB55B48,Tech N9ne,Calm Before the Storm,Soldiers At War feat. Kon Juan_ Big Scoob_ Short Nutty_ L.V.,354.7424,-6.488,167.984,0.7602701,0.49607134
TRAGLFC12903CA6A5D,ARHXWB01187B9A205C,Gloria Lasso,Gloria Lasso Sus 20 Grandes Éxitos (The Best Of Gloria Lasso),Termina La Feria,187.92444,-15.953,65.195,0.38123262,0.30157018
TRBANKK12903CDA071,AR02DB61187B9A0B5E,Annie Philippe,Twist Again au Ciné_ Vol. 1 (Bandes originales de films),La Blonde de Pékin,167.7318,-7.779,109.1,0.46482444,0.3363913
TRBECVD128F92F9E21,ARFTMGO1187B9A777A,Percy Faith & Felicia Sanders,Hit Parade 1953,The Song from Moulin Rogue Where Is Your Heart,198.39955,-16.686,83.461,0.5667965,0.38811278
TRBANZZ128F149EA4C,ARXLX5L1187FB47BED,Crazy Horse,Scratchy: The Reprise Recordings [Includes Liner Notes],Downtown (Album Version),195.36934,-11.531,146.473,0.54027987,0.34219232
TRBGBWK128F4292BDC,ARIFK6X1187B9ADA44,Will Ackerman,The Opening Of Doors,A Movie Of A Placid Lake On A Moonless Night in September,384.60037,-18.891,92.331,0.56433386,0.3870811
TRBESAQ12903CD9497,AR1RZ1E1187FB5A62E,Mick Clarke,West Coast Connection / Steel And Fire,Wild Ride (From the album Steel And Fire),165.72037,-8.291,84.736,0.45787132,0.29999474
TRAQFGR128EF34E7AF,ARI4S0E1187B9B06C0,David Arkenstone,Spirit Of The Rainforest,Waterfall (Spirit Of The Rainforest Album Version),363.41507,-18.327,106.998,0.6393965,0.43094203
TRACMTN128F92FB689,AR502DZ1187B98F8E1,Brian Dullaghan,Have Fun Learning - 14 Sing Along & Learn Along Songs,My First Day At School,110.44526,-21.412,92.29,0.29143324,0.319802
TRAUGTX128F92DCEFD,ARRR4Y81187FB524CE,Lonnie Brooks,Sweet Home Chicago (Paris 1975) (Blues Reference),Two Guitars Shuffle (take 1),351.7383,-12.302,124.471,0.44219613,0.38476378
TRAHULL128F92DDBFB,ARYT3BY1187B98C20E,Ed Ames,Reader's Digest Music: Ed Ames - The Reader's Digest Sessions_ Vol. 1,For Me And My Gal,154.30486,-11.467,134.56,0.4716827,0.3845981
TRBBUHZ128F428F001,ARBEOHF1187B9B044D,Madonna,Hard Candy,4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit],277.99466,-3.629,127.999,0.9158233,0.6552838
TRARWQY128F1462A4C,ARZXTEY1187B9997A7,Juelz Santana / Freekey Zeekey / Monique Garnett,From Me To U,Dipset (Santana's Town) (Skit),79.64689,-19.771,196.482,0.82284325,0.53143674
